team,player_name,position,age,nationality,squad_status,transfer_type,from_club,to_club,fee_reported,estimated_market_value,minutes_last_season,starts_last_season,goals_last_season,assists_last_season,xg_last_season,xa_last_season,npxg_last_season,defensive_actions_last_season,progressive_actions_last_season,set_piece_role,penalty_taker_flag,goalkeeper_psxg_minus_goals_allowed_if_gk,importance_score,source_name,source_url_or_page_title,source_timestamp,is_real_data,data_status,notes
Hull City,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Ipswich Town,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Leeds United,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Liverpool,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Manchester City,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Manchester United,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Newcastle United,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Nottingham Forest,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Sunderland,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
Tottenham Hotspur,,,,,unknown,,,,,,,,,,,,,,,,,,,none_available,,2026-08-17T22:26:26+00:00,False,unavailable,"No verified, licensed per-player squad/transfer feed is connected to this pipeline. This sentinel row exists so `team` joins still work; it must not be treated as a real player record. Replace with a real feed before using squad/transfer features for predictions."
