match_id,home_team,away_team,bookmaker,home_odds,draw_odds,away_odds,home_implied_probability_raw,draw_implied_probability_raw,away_implied_probability_raw,home_implied_probability_no_vig,draw_implied_probability_no_vig,away_implied_probability_no_vig,odds_timestamp,source_name,source_url_or_page_title,is_example,is_real_data,data_status,collection_date,notes
EPL2627_MW02_015_CrystalPalace_ManchesterCity,Crystal Palace,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_017_Liverpool_NottinghamForest,Liverpool,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_011_AFCBournemouth_Everton,AFC Bournemouth,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_014_CoventryCity_HullCity,Coventry City,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_020_TottenhamHotspur_NewcastleUnited,Tottenham Hotspur,Newcastle United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_013_Chelsea_Brighton&HoveAlbion,Chelsea,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_016_LeedsUnited_Brentford,Leeds United,Brentford,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_019_Sunderland_Fulham,Sunderland,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_018_ManchesterUnited_IpswichTown,Manchester United,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW02_012_AstonVilla_Arsenal,Aston Villa,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_027_IpswichTown_Liverpool,Ipswich Town,Liverpool,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_029_NewcastleUnited_AFCBournemouth,Newcastle United,AFC Bournemouth,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_022_Brentford_Sunderland,Brentford,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_023_Brighton&HoveAlbion_LeedsUnited,Brighton & Hove Albion,Leeds United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_025_Fulham_CrystalPalace,Fulham,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_028_ManchesterCity_CoventryCity,Manchester City,Coventry City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_030_NottinghamForest_TottenhamHotspur,Nottingham Forest,Tottenham Hotspur,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_026_HullCity_AstonVilla,Hull City,Aston Villa,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_024_Everton_ManchesterUnited,Everton,Manchester United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW03_021_Arsenal_Chelsea,Arsenal,Chelsea,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_031_AFCBournemouth_Brentford,AFC Bournemouth,Brentford,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_032_AstonVilla_NottinghamForest,Aston Villa,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_033_Chelsea_HullCity,Chelsea,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_035_CrystalPalace_IpswichTown,Crystal Palace,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_037_Liverpool_Fulham,Liverpool,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_040_TottenhamHotspur_Everton,Tottenham Hotspur,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_039_Sunderland_Arsenal,Sunderland,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_034_CoventryCity_Brighton&HoveAlbion,Coventry City,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_038_ManchesterUnited_ManchesterCity,Manchester United,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW04_036_LeedsUnited_NewcastleUnited,Leeds United,Newcastle United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_042_Brentford_Chelsea,Brentford,Chelsea,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_050_TottenhamHotspur_AstonVilla,Tottenham Hotspur,Aston Villa,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_043_Brighton&HoveAlbion_Arsenal,Brighton & Hove Albion,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_044_Everton_IpswichTown,Everton,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_046_LeedsUnited_CrystalPalace,Leeds United,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_047_ManchesterCity_Sunderland,Manchester City,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_048_NewcastleUnited_HullCity,Newcastle United,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_049_NottinghamForest_CoventryCity,Nottingham Forest,Coventry City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_041_AFCBournemouth_Liverpool,AFC Bournemouth,Liverpool,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW05_045_Fulham_ManchesterUnited,Fulham,Manchester United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_051_Arsenal_LeedsUnited,Arsenal,Leeds United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_052_AstonVilla_Brentford,Aston Villa,Brentford,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_053_Chelsea_AFCBournemouth,Chelsea,AFC Bournemouth,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_054_CoventryCity_NewcastleUnited,Coventry City,Newcastle United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_055_CrystalPalace_NottinghamForest,Crystal Palace,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_056_HullCity_Everton,Hull City,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_057_IpswichTown_Fulham,Ipswich Town,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_058_Liverpool_ManchesterCity,Liverpool,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_059_ManchesterUnited_TottenhamHotspur,Manchester United,Tottenham Hotspur,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW06_060_Sunderland_Brighton&HoveAlbion,Sunderland,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_061_AFCBournemouth_Sunderland,AFC Bournemouth,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_062_Brentford_Liverpool,Brentford,Liverpool,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_063_Brighton&HoveAlbion_CrystalPalace,Brighton & Hove Albion,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_064_Everton_Chelsea,Everton,Chelsea,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_065_Fulham_HullCity,Fulham,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_066_LeedsUnited_ManchesterUnited,Leeds United,Manchester United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
