team,market_type,bookmaker,odds,implied_probability_raw,implied_probability_no_vig,odds_timestamp,source_name,source_url_or_page_title,is_example,is_real_data,data_status,collection_date,notes
Arsenal,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Arsenal,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Arsenal,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Arsenal,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Aston Villa,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brentford,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Brighton & Hove Albion,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Chelsea,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Coventry City,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Crystal Palace,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Everton,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Fulham,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Hull City,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Ipswich Town,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Leeds United,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Liverpool,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester City,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Manchester United,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Newcastle United,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Newcastle United,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Newcastle United,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Newcastle United,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
